Type,Market,Accuracy,Balanced Accuracy,F1 Score
PFI,USDEUR,0.5134099616858238,0.514445096887845,0.6163141993957705
PFI,USDJPY,0.5478927203065134,0.5522136953955136,0.5563909774436091
PFI,USDGBP,0.47126436781609193,0.5233197799569481,0.5988372093023256
PFI,USDCHF,0.5210727969348659,0.5165601573061325,0.44933920704845814
PFI,USDNZD,0.4942528735632184,0.5069411764705882,0.6047904191616766
PFI,USDCAD,0.4521072796934866,0.4683136412459721,0.48745519713261637
PFI,USDSEK,0.5632183908045977,0.5513327043283406,0.4411764705882353
PFI,USDDKK,0.5134099616858238,0.5163886278195489,0.5752508361204013
PFI,USDNOK,0.5057471264367817,0.5052910052910052,0.4901185770750988
PFI,EURJPY,0.4789272030651341,0.4896551724137931,0.5
PFI,EURGBP,0.4482758620689655,0.46335648693195197,0.5688622754491018
PFI,EURCHF,0.4482758620689655,0.4787246651653431,0.5662650602409639
PFI,EURNZD,0.5057471264367817,0.505345394736842,0.4901185770750988
PFI,EURCAD,0.4674329501915709,0.4767195767195767,0.5749235474006117
PFI,EURSEK,0.4482758620689655,0.46464975702263833,0.5102040816326531
PFI,EURDKK,0.5900383141762452,0.5,0.7421686746987951
PFI,EURNOK,0.5172413793103449,0.5128235294117647,0.5714285714285714
