,USDEUR,USDJPY,USDGBP,USDCHF,USDNZD,USDCAD,USDSEK,USDDKK,USDNOK,EURJPY,EURGBP,EURCHF,EURNZD,EURCAD,EURSEK,EURDKK,EURNOK
2019-01,-0.03145184067207837,-0.08122819851675656,-0.051601063933838225,-0.1681840338792629,-0.016630715702802727,-0.06628907967104482,-0.27081607235069727,-0.031122844003156184,0.15435008395806762,0.24026608486278797,-0.520057986781108,0.02899035186252444,-0.028729232597724915,0.26409533647129524,0.13416279540802514,-0.08399975663496786,-0.06569445884584932
2019-02,-0.27269731412636605,-0.26050205759185935,-0.38219392634988025,0.1098129255428533,-0.24354026338347107,0.22608892526197383,-0.49992673561678574,-0.2689907040751625,0.13118155371903104,-0.12770412988482716,0.017734109799492064,-0.03854965970536102,-0.3605281882163302,-0.05284938505600064,-0.496862592233846,-0.8693646556161514,-0.7204757655634747
2019-03,-0.1875493432138716,-0.1822339977473846,0.2978937804954233,-0.22243629204464932,-0.19232498359050818,0.12106826961441623,0.30279853637266596,0.12223350437291379,-0.10236513445111421,0.03075340451296958,-0.30099851856453463,-0.042220959910089007,-0.3311571491638007,-0.3863972988398365,0.2842907626796473,-0.5719505098524337,-0.16631948870857477
2019-04,0.08148617124800915,-0.17908887772042326,-0.365721259848115,-0.01889884810239414,-0.27392923126679924,-0.7422838845871069,0.07877930205396073,-0.16288959787211432,-0.42307690159501105,-0.15609194574454563,-0.06437355588270399,-1.9728289262527268,0.3016034600657765,0.038932332311956315,0.13638011806046005,-0.15344702963237833,-0.36352585390118997
2019-05,-0.3089834119732158,-0.02277161508726096,-0.003968807078415027,0.13024101410292938,0.13323145466757974,-0.31663554191325954,0.09215229229485986,-0.5097279858418111,-0.05982869485743527,-0.20626671987994347,0.2337372070832439,-0.0054145158617367245,-0.34885818291472726,-0.06515201080696519,-0.6425714579952464,-0.2839608243384697,-0.3381955362099774
2019-06,0.021887775408574832,-0.44615854720984177,-0.1449434858945572,0.2902981354437173,-0.04190144167115095,0.3546642476710745,0.040336623327667756,-0.14301264980833994,-0.2373364648976733,-0.28338865041699535,-0.5541430723984695,-0.2733664170311099,-0.04068058460006449,0.23982802726444372,-0.2425930591784764,-0.5061240295357174,-0.2965762387315465
2019-07,-0.16566170201445332,-0.22007757256348506,-0.2823380104517243,0.049739826176583124,-0.52999547172491,-0.08661862275975615,0.1628318958800841,0.0622819104737373,-0.09888097812381574,0.16010098558482533,-0.21431663088051908,-0.6113755391250416,-0.11624882637375393,-0.19729020686471535,-0.4746355717703119,-0.5569416771764999,0.18113769012840938
2019-08,-0.6022964049239192,0.013030073097705252,-0.0933842639012995,0.27999803247285365,-0.1718426527089028,-0.17155842487359987,-0.056860722854005126,-0.13953296302727886,0.1318160307501245,-0.2750479549146597,-0.4653244529216514,-0.5097605093582651,0.125908335812997,0.12302864675432178,0.10589551327962764,-0.35927195951815627,0.1228210261735286
2019-09,-0.5357879530070201,-0.01893721125859759,-0.03295545500279299,0.10407913825655765,0.1267625736090885,-0.7863974393354141,0.3337848351397336,-0.3207349409001495,-0.27788357522419965,0.09230125839353187,0.02362373906245684,-0.2564584648259831,-0.12598745578801154,-0.2902683888016954,-0.6809797165269583,-0.04684327534168277,-0.43920352087554704
2019-10,-0.20704184181154286,-0.20114087873152045,-0.42442965487647494,-0.044030287345773876,0.09318980482779879,-0.17575777899689482,0.45162216499181496,-0.25464613990941704,-0.07498261791376777,0.06585887571585719,0.23139355913916765,-0.11009452704640434,0.009473783139501925,0.2376547938146442,-0.18212134311205358,-0.20948966519001505,-0.17963170298076742
2019-11,-0.11373847369992425,-0.3258458390067425,-0.2192538982520947,-0.10651778858574218,-0.17119966816599524,-0.23641542879423527,-0.15511628291301122,-0.007762142182957888,0.13179965213547776,-0.4097083534987333,0.28775557285991954,-0.5252393304341052,-0.37202738353947074,-0.46335744341781726,0.21101491207705353,-0.25364407855704113,0.22656870171695317
2019-12,-0.40934246334776436,0.012133488433354664,-0.08125757861745293,-0.03755072292591885,0.16079161377077592,-0.2663241577926293,-0.2165004531602903,-0.1655228730643976,-0.0862945731354264,-0.02216711849413864,0.12353106958774844,-0.1719319550642564,0.012685666894669805,-0.2783012868296239,-0.2497769524960508,0.01813506723645858,0.3778096263696189
